distance_km,avg_speed_kmph,vehicle_type,traffic_level,co2_emission
42.6,11,bike,high,2556.0
70.6,64,bike,low,2824.0
87.0,16,bike,high,5220.0
49.3,31,bike,medium,2366.4
50.5,8,car,high,9090.0
31.8,29,car,medium,4579.2
79.1,76,car,low,9492.0
16.0,40,bike,medium,768.0
48.4,26,car,medium,6969.6
12.7,78,bike,low,508.0
12.6,40,car,medium,1814.4
40.2,13,car,high,7236.0
66.0,12,bike,high,3960.0
71.7,40,bike,low,2868.0
96.9,27,car,medium,13953.6
32.0,28,car,medium,4608.0
9.2,25,car,medium,1324.8
82.4,23,bike,medium,3955.2
72.8,80,car,low,8736.0
69.2,78,bike,low,2768.0
84.2,49,bike,low,3368.0
42.8,78,bike,low,1712.0
73.0,7,bike,high,4380.0
79.8,62,bike,low,3192.0
32.6,16,car,high,5868.0
72.0,68,bike,low,2880.0
63.9,41,car,low,7668.0
15.9,41,car,low,1908.0
69.8,32,car,medium,10051.2
97.7,68,bike,low,3908.0
17.5,78,bike,low,700.0
78.0,12,car,high,14040.0
9.4,14,car,high,1692.0
83.7,21,car,medium,12052.8
73.5,72,car,low,8820.0
10.8,30,bike,medium,518.4
42.5,61,bike,low,1700.0
61.6,66,bike,low,2464.0
63.7,72,bike,low,2548.0
18.0,17,bike,high,1080.0
47.1,6,car,high,8478.0
9.5,79,bike,low,380.0
27.7,34,car,medium,3988.8
55.9,6,bike,high,3354.0
53.3,39,car,medium,7675.2
74.6,10,car,high,13428.0
34.2,10,car,high,6156.0
98.2,19,bike,high,5892.0
44.4,5,car,high,7992.0
42.3,55,bike,low,1692.0
17.6,36,bike,medium,844.8
63.3,61,bike,low,2532.0
90.4,17,car,high,16272.0
33.9,24,bike,medium,1627.2
90.5,7,bike,high,5430.0
54.6,69,car,low,6552.0
77.9,72,bike,low,3116.0
3.2,20,bike,high,192.0
27.9,28,car,medium,4017.6
17.4,31,car,medium,2505.6
45.6,41,bike,low,1824.0
58.9,40,car,medium,8481.6
84.1,13,bike,high,5046.0
99.9,9,car,high,17982.0
8.8,32,car,medium,1267.2
49.5,14,car,high,8910.0
86.8,14,bike,high,5208.0
63.1,73,bike,low,2524.0
37.6,16,bike,high,2256.0
20.0,18,car,high,3600.0
92.4,31,bike,medium,4435.2
78.4,33,bike,medium,3763.2
42.5,15,bike,high,2550.0
49.7,72,bike,low,1988.0
29.4,8,bike,high,1764.0
27.8,27,car,medium,4003.2
54.0,22,car,medium,7776.0
2.0,37,bike,medium,96.0
32.2,23,bike,medium,1545.6
71.3,5,bike,high,4278.0
58.4,78,car,low,7008.0
91.7,18,bike,high,5502.0
34.1,52,bike,low,1364.0
73.1,13,car,high,13158.0
83.0,76,bike,low,3320.0
92.6,73,car,low,11112.0
81.3,8,car,high,14634.0
59.8,22,bike,medium,2870.4
93.3,62,car,low,11196.0
79.2,59,car,low,9504.0
57.1,66,car,low,6852.0
96.3,76,car,low,11556.0
66.4,49,car,low,7968.0
16.7,34,bike,medium,801.6
85.0,37,bike,medium,4080.0
68.0,32,car,medium,9792.0
39.8,25,bike,medium,1910.4
91.8,15,bike,high,5508.0
62.9,40,bike,medium,3019.2
11.6,62,bike,low,464.0
23.9,12,bike,high,1434.0
10.2,67,bike,low,408.0
83.0,62,bike,low,3320.0
18.8,21,bike,medium,902.4
7.4,69,car,low,888.0
11.7,40,car,low,1404.0
64.1,53,car,low,7692.0
76.8,8,car,high,13824.0
75.2,7,car,high,13536.0
53.9,27,bike,medium,2587.2
82.5,37,car,medium,11880.0
87.1,25,bike,medium,4180.8
94.8,10,car,high,17064.0
61.8,48,car,low,7416.0
22.4,7,bike,high,1344.0
32.4,16,bike,high,1944.0
79.5,33,bike,medium,3816.0
75.8,22,car,medium,10915.2
58.7,17,bike,high,3522.0
37.3,28,car,medium,5371.2
50.7,9,bike,high,3042.0
61.8,15,bike,high,3708.0
38.1,33,car,medium,5486.4
70.2,6,bike,high,4212.0
71.5,36,car,medium,10296.0
53.4,74,bike,low,2136.0
78.5,20,bike,medium,3768.0
60.8,13,bike,high,3648.0
78.1,35,bike,medium,3748.8
58.9,26,car,medium,8481.6
77.3,72,car,low,9276.0
80.0,18,bike,high,4800.0
55.5,13,bike,high,3330.0
14.3,20,bike,high,858.0
92.0,29,car,medium,13248.0
85.3,17,car,high,15354.0
2.8,47,bike,low,112.0
70.1,43,bike,low,2804.0
72.5,20,bike,high,4350.0
86.3,26,car,medium,12427.2
86.2,8,car,high,15516.0
98.5,13,car,high,17730.0
71.5,75,car,low,8580.0
37.2,19,car,high,6696.0
63.3,29,car,medium,9115.2
90.0,62,car,low,10800.0
93.7,64,car,low,11244.0
7.0,32,car,medium,1008.0
52.3,57,car,low,6276.0
36.8,28,bike,medium,1766.4
90.6,28,bike,medium,4348.8
57.8,16,bike,high,3468.0
30.0,22,bike,medium,1440.0
68.5,18,bike,high,4110.0
83.8,68,car,low,10056.0
90.5,24,car,medium,13032.0
92.4,45,bike,low,3696.0
41.1,24,bike,medium,1972.8
2.0,10,bike,high,120.0
15.0,52,car,low,1800.0
84.2,11,bike,high,5052.0
48.1,23,bike,medium,2308.8
18.4,41,car,low,2208.0
22.5,12,bike,high,1350.0
75.8,73,car,low,9096.0
46.0,22,bike,medium,2208.0
1.7,67,bike,low,68.0
29.4,38,car,medium,4233.6
84.1,35,car,medium,12110.4
28.1,73,car,low,3372.0
90.7,45,car,low,10884.0
99.2,40,car,medium,14284.8
58.5,8,car,high,10530.0
79.7,73,car,low,9564.0
47.9,19,car,high,8622.0
86.0,61,car,low,10320.0
40.0,11,car,high,7200.0
99.9,46,bike,low,3996.0
3.9,37,car,medium,561.6
7.4,25,car,medium,1065.6
59.7,49,bike,low,2388.0
97.4,18,bike,high,5844.0
86.2,20,bike,high,5172.0
58.2,15,bike,high,3492.0
61.0,17,bike,high,3660.0
87.2,27,bike,medium,4185.6
61.0,72,car,low,7320.0
24.9,9,car,high,4482.0
90.1,33,bike,medium,4324.8
38.3,67,car,low,4596.0
43.0,17,car,high,7740.0
27.4,12,car,high,4932.0
97.1,69,car,low,11652.0
22.8,73,car,low,2736.0
3.1,33,bike,medium,148.8
43.2,9,bike,high,2592.0
32.9,31,bike,medium,1579.2
14.8,11,bike,high,888.0
27.1,70,car,low,3252.0
42.3,38,car,medium,6091.2
7.8,74,car,low,936.0
33.7,21,car,medium,4852.8
48.1,7,car,high,8658.0
56.9,20,bike,high,3414.0
10.4,7,car,high,1872.0
66.6,23,car,medium,9590.4
9.2,40,car,low,1104.0
28.5,33,car,medium,4104.0
51.1,11,bike,high,3066.0
18.1,7,car,high,3258.0
32.1,22,bike,medium,1540.8
12.1,45,bike,low,484.0
50.4,40,bike,medium,2419.2
45.0,77,car,low,5400.0
1.1,79,car,low,132.0
40.6,39,car,medium,5846.4
87.8,11,bike,high,5268.0
94.5,73,bike,low,3780.0
66.0,48,car,low,7920.0
28.4,41,bike,low,1136.0
48.1,13,car,high,8658.0
31.9,62,bike,low,1276.0
57.0,10,car,high,10260.0
8.1,74,bike,low,324.0
59.1,26,car,medium,8510.4
78.3,36,car,medium,11275.2
75.0,28,bike,medium,3600.0
11.3,30,car,medium,1627.2
4.4,33,bike,medium,211.2
20.6,77,car,low,2472.0
75.3,24,car,medium,10843.2
71.7,63,car,low,8604.0
52.3,14,bike,high,3138.0
40.5,15,car,high,7290.0
99.8,18,car,high,17964.0
5.4,17,car,high,972.0
47.6,12,car,high,8568.0
24.1,16,bike,high,1446.0
9.0,13,bike,high,540.0
45.7,21,car,medium,6580.8
78.8,38,bike,medium,3782.4
56.6,34,car,medium,8150.4
44.1,32,bike,medium,2116.8
54.5,42,car,low,6540.0
85.6,22,car,medium,12326.4
80.4,49,bike,low,3216.0
57.2,36,bike,medium,2745.6
10.8,8,bike,high,648.0
85.4,80,car,low,10248.0
16.0,52,bike,low,640.0
9.4,5,bike,high,564.0
62.1,54,bike,low,2484.0
43.2,7,car,high,7776.0
44.6,62,bike,low,1784.0
84.5,50,bike,low,3380.0
3.9,38,car,medium,561.6
16.7,16,bike,high,1002.0
76.8,53,car,low,9216.0
67.3,13,bike,high,4038.0
38.3,77,car,low,4596.0
47.9,31,car,medium,6897.6
54.4,13,car,high,9792.0
7.8,56,bike,low,312.0
27.1,21,bike,medium,1300.8
52.8,54,bike,low,2112.0
77.4,18,bike,high,4644.0
42.0,35,car,medium,6048.0
59.6,33,car,medium,8582.4
63.5,67,car,low,7620.0
17.5,26,bike,medium,840.0
44.2,10,bike,high,2652.0
73.1,36,bike,medium,3508.8
59.5,21,car,medium,8568.0
5.7,16,bike,high,342.0
21.1,70,car,low,2532.0
34.1,31,car,medium,4910.4
86.3,8,bike,high,5178.0
17.6,18,car,high,3168.0
60.1,14,car,high,10818.0
96.9,49,bike,low,3876.0
59.0,49,bike,low,2360.0
30.8,74,car,low,3696.0
43.4,78,car,low,5208.0
39.1,10,bike,high,2346.0
48.5,20,bike,high,2910.0
43.0,11,bike,high,2580.0
66.4,41,bike,low,2656.0
68.0,28,bike,medium,3264.0
76.8,14,bike,high,4608.0
86.2,5,car,high,15516.0
57.7,64,bike,low,2308.0
16.8,8,bike,high,1008.0
77.2,8,bike,high,4632.0
74.0,46,car,low,8880.0
8.7,78,bike,low,348.0
64.4,37,car,medium,9273.6
64.6,7,car,high,11628.0
64.1,38,bike,medium,3076.8
7.1,25,bike,medium,340.8
58.7,20,bike,medium,2817.6
52.7,64,car,low,6324.0
92.0,46,bike,low,3680.0
54.3,20,car,medium,7819.2
81.7,43,bike,low,3268.0
66.8,30,bike,medium,3206.4
72.1,35,bike,medium,3460.8
64.6,53,bike,low,2584.0
30.1,20,bike,high,1806.0
53.1,17,car,high,9558.0
54.0,9,car,high,9720.0
23.2,40,car,medium,3340.8
74.9,42,bike,low,2996.0
88.0,8,bike,high,5280.0
34.2,73,car,low,4104.0
55.4,79,car,low,6648.0
17.2,11,car,high,3096.0
15.0,8,car,high,2700.0
1.6,21,car,medium,230.4
57.8,17,bike,high,3468.0
16.0,27,car,medium,2304.0
45.5,21,car,medium,6552.0
64.5,47,bike,low,2580.0
79.8,20,car,high,14364.0
99.2,43,bike,low,3968.0
84.0,50,car,low,10080.0
10.7,9,car,high,1926.0
56.4,43,bike,low,2256.0
39.8,28,car,medium,5731.2
3.1,14,car,high,558.0
80.7,13,bike,high,4842.0
83.0,24,bike,medium,3984.0
24.3,22,car,medium,3499.2
96.5,68,car,low,11580.0
65.8,32,car,medium,9475.2
13.9,32,car,medium,2001.6
70.6,72,bike,low,2824.0
28.2,17,bike,high,1692.0
60.0,46,bike,low,2400.0
88.4,18,car,high,15912.0
61.5,77,car,low,7380.0
58.1,35,car,medium,8366.4
97.2,13,bike,high,5832.0
79.1,62,car,low,9492.0
49.8,70,bike,low,1992.0
68.8,41,bike,low,2752.0
56.5,68,bike,low,2260.0
49.8,55,bike,low,1992.0
7.9,70,bike,low,316.0
77.9,73,car,low,9348.0
83.5,57,bike,low,3340.0
97.7,27,bike,medium,4689.6
24.9,10,car,high,4482.0
74.8,20,car,high,13464.0
73.3,44,bike,low,2932.0
49.4,60,car,low,5928.0
71.5,73,car,low,8580.0
84.1,33,car,medium,12110.4
45.7,33,bike,medium,2193.6
69.9,9,bike,high,4194.0
2.2,15,car,high,396.0
72.6,8,car,high,13068.0
66.3,20,car,high,11934.0
94.7,20,bike,high,5682.0
47.8,20,bike,high,2868.0
64.3,20,bike,high,3858.0
42.4,20,bike,high,2544.0
51.6,43,bike,low,2064.0
3.0,34,bike,medium,144.0
35.8,71,car,low,4296.0
67.6,17,car,high,12168.0
25.3,22,car,medium,3643.2
23.1,65,bike,low,924.0
45.8,24,bike,medium,2198.4
63.8,31,car,medium,9187.2
27.4,71,car,low,3288.0
31.9,13,car,high,5742.0
15.3,16,bike,high,918.0
34.5,11,bike,high,2070.0
21.8,28,car,medium,3139.2
96.3,66,car,low,11556.0
51.1,18,bike,high,3066.0
18.1,19,bike,high,1086.0
24.2,69,bike,low,968.0
30.6,7,car,high,5508.0
51.0,33,car,medium,7344.0
87.1,80,car,low,10452.0
20.9,54,bike,low,836.0
18.3,55,bike,low,732.0
92.8,26,bike,medium,4454.4
18.8,26,car,medium,2707.2
53.3,78,bike,low,2132.0
1.1,5,bike,high,66.0
69.6,76,car,low,8352.0
28.1,17,bike,high,1686.0
25.8,16,car,high,4644.0
35.6,72,bike,low,1424.0
2.2,63,car,low,264.0
15.2,8,bike,high,912.0
4.2,62,bike,low,168.0
89.4,7,car,high,16092.0
76.6,80,car,low,9192.0
71.2,37,car,medium,10252.8
70.0,10,car,high,12600.0
54.3,50,bike,low,2172.0
46.8,28,bike,medium,2246.4
73.7,50,bike,low,2948.0
30.6,40,bike,medium,1468.8
65.5,65,car,low,7860.0
87.6,79,car,low,10512.0
96.3,28,bike,medium,4622.4
17.4,15,bike,high,1044.0
73.5,57,bike,low,2940.0
99.7,69,car,low,11964.0
25.8,15,car,high,4644.0
89.0,31,car,medium,12816.0
41.3,38,bike,medium,1982.4
34.0,61,bike,low,1360.0
59.5,32,bike,medium,2856.0
98.0,14,bike,high,5880.0
70.0,61,bike,low,2800.0
69.0,59,bike,low,2760.0
82.7,6,bike,high,4962.0
23.9,9,car,high,4302.0
49.9,62,car,low,5988.0
46.5,73,car,low,5580.0
79.0,76,bike,low,3160.0
49.2,26,bike,medium,2361.6
67.9,56,car,low,8148.0
92.8,17,car,high,16704.0
51.8,19,car,high,9324.0
24.0,34,car,medium,3456.0
67.4,7,bike,high,4044.0
85.0,56,bike,low,3400.0
1.8,36,bike,medium,86.4
99.5,34,car,medium,14328.0
35.4,35,car,medium,5097.6
89.3,26,bike,medium,4286.4
2.3,34,car,medium,331.2
16.5,51,bike,low,660.0
94.2,32,car,medium,13564.8
67.8,13,car,high,12204.0
82.3,17,car,high,14814.0
68.0,24,bike,medium,3264.0
23.6,10,bike,high,1416.0
21.2,29,car,medium,3052.8
97.3,57,car,low,11676.0
90.6,44,bike,low,3624.0
59.0,31,car,medium,8496.0
40.0,33,car,medium,5760.0
41.1,46,bike,low,1644.0
86.1,14,car,high,15498.0
47.9,20,bike,medium,2299.2
37.7,20,car,medium,5428.8
10.5,6,car,high,1890.0
93.1,17,car,high,16758.0
74.6,25,car,medium,10742.4
7.1,80,car,low,852.0
7.6,27,car,medium,1094.4
19.2,6,bike,high,1152.0
27.7,24,bike,medium,1329.6
19.6,53,car,low,2352.0
82.1,60,car,low,9852.0
8.1,38,car,medium,1166.4
4.3,63,car,low,516.0
44.8,40,car,medium,6451.2
61.5,35,car,medium,8856.0
18.4,46,car,low,2208.0
52.3,15,bike,high,3138.0
90.8,23,bike,medium,4358.4
95.4,50,bike,low,3816.0
57.0,31,bike,medium,2736.0
25.9,5,car,high,4662.0
43.2,57,car,low,5184.0
17.1,49,bike,low,684.0
3.5,65,bike,low,140.0
22.1,16,car,high,3978.0
85.3,35,bike,medium,4094.4
6.2,23,bike,medium,297.6
95.7,64,car,low,11484.0
13.1,19,car,high,2358.0
22.5,36,bike,medium,1080.0
9.5,6,bike,high,570.0
50.0,20,bike,high,3000.0
22.7,45,car,low,2724.0
11.2,36,car,medium,1612.8
18.1,11,bike,high,1086.0
98.9,27,car,medium,14241.6
89.1,39,car,medium,12830.4
40.5,16,bike,high,2430.0
61.5,54,bike,low,2460.0
14.1,60,bike,low,564.0
18.9,20,car,medium,2721.6
49.1,62,bike,low,1964.0
94.6,35,bike,medium,4540.8
35.7,47,bike,low,1428.0
76.6,23,bike,medium,3676.8
2.9,24,car,medium,417.6
43.0,25,car,medium,6192.0
76.2,57,bike,low,3048.0
33.1,21,bike,medium,1588.8
37.0,64,car,low,4440.0
62.4,30,bike,medium,2995.2
54.0,58,car,low,6480.0
41.1,50,car,low,4932.0
62.2,16,car,high,11196.0
93.5,10,bike,high,5610.0
92.5,40,bike,medium,4440.0
43.2,70,car,low,5184.0
68.1,16,bike,high,4086.0
69.6,33,bike,medium,3340.8
9.8,12,car,high,1764.0
35.3,37,car,medium,5083.2
18.9,29,car,medium,2721.6
32.3,9,bike,high,1938.0
94.0,22,bike,medium,4512.0
71.3,18,car,high,12834.0
96.8,17,bike,high,5808.0
15.2,20,car,medium,2188.8
32.8,67,car,low,3936.0
37.0,27,car,medium,5328.0
77.9,32,bike,medium,3739.2
95.1,40,bike,low,3804.0
85.3,27,bike,medium,4094.4
67.3,31,car,medium,9691.2
45.4,27,car,medium,6537.6
57.8,31,bike,medium,2774.4
59.7,5,car,high,10746.0
97.4,38,bike,medium,4675.2
99.1,21,bike,medium,4756.8
93.2,10,car,high,16776.0
87.3,14,bike,high,5238.0
54.4,40,bike,medium,2611.2
28.6,43,car,low,3432.0
38.1,68,car,low,4572.0
77.4,24,bike,medium,3715.2
93.9,43,bike,low,3756.0
57.2,22,bike,medium,2745.6
58.6,7,car,high,10548.0
69.8,39,car,medium,10051.2
15.3,18,bike,high,918.0
54.4,31,car,medium,7833.6
15.7,17,bike,high,942.0
53.9,41,bike,low,2156.0
30.8,13,bike,high,1848.0
79.3,21,bike,medium,3806.4
18.9,22,car,medium,2721.6
90.1,53,bike,low,3604.0
75.1,8,bike,high,4506.0
58.8,75,bike,low,2352.0
32.3,69,car,low,3876.0
57.3,20,bike,high,3438.0
70.7,33,car,medium,10180.8
18.0,41,car,low,2160.0
75.3,10,bike,high,4518.0
68.4,69,car,low,8208.0
60.1,29,bike,medium,2884.8
2.7,75,car,low,324.0
36.9,9,bike,high,2214.0
87.9,66,bike,low,3516.0
56.6,68,car,low,6792.0
18.0,64,bike,low,720.0
6.5,32,bike,medium,312.0
66.2,47,car,low,7944.0
79.8,60,car,low,9576.0
37.4,18,bike,high,2244.0
15.3,66,car,low,1836.0
8.1,23,bike,medium,388.8
60.5,23,car,medium,8712.0
28.2,20,car,high,5076.0
16.3,33,car,medium,2347.2
69.5,44,car,low,8340.0
97.6,39,car,medium,14054.4
91.8,44,car,low,11016.0
11.4,37,bike,medium,547.2
70.1,33,bike,medium,3364.8
10.9,44,bike,low,436.0
91.5,20,car,medium,13176.0
32.1,12,bike,high,1926.0
46.7,69,bike,low,1868.0
9.5,71,bike,low,380.0
34.9,72,car,low,4188.0
76.5,71,bike,low,3060.0
78.1,76,car,low,9372.0
59.4,36,bike,medium,2851.2
81.3,31,car,medium,11707.2
73.8,26,car,medium,10627.2
75.0,65,car,low,9000.0
4.4,28,bike,medium,211.2
3.9,15,bike,high,234.0
46.8,10,bike,high,2808.0
60.7,26,bike,medium,2913.6
36.1,8,bike,high,2166.0
26.0,26,bike,medium,1248.0
69.9,58,car,low,8388.0
69.5,15,car,high,12510.0
25.1,55,bike,low,1004.0
91.9,49,bike,low,3676.0
64.3,9,bike,high,3858.0
45.7,61,car,low,5484.0
37.7,17,bike,high,2262.0
61.8,27,car,medium,8899.2
96.5,40,bike,low,3860.0
37.4,61,car,low,4488.0
7.1,38,car,medium,1022.4
17.5,15,car,high,3150.0
42.1,13,bike,high,2526.0
98.1,27,bike,medium,4708.8
74.2,8,bike,high,4452.0
26.7,53,bike,low,1068.0
3.1,42,car,low,372.0
85.4,6,bike,high,5124.0
57.1,20,car,medium,8222.4
75.7,13,bike,high,4542.0
86.5,20,bike,high,5190.0
90.5,38,bike,medium,4344.0
42.2,44,bike,low,1688.0
69.5,19,bike,high,4170.0
1.2,6,car,high,216.0
41.1,18,car,high,7398.0
61.8,75,bike,low,2472.0
88.8,31,bike,medium,4262.4
15.0,11,car,high,2700.0
45.6,41,bike,low,1824.0
52.6,18,car,high,9468.0
45.4,7,bike,high,2724.0
88.9,26,bike,medium,4267.2
83.5,19,car,high,15030.0
84.7,25,car,medium,12196.8
38.3,54,bike,low,1532.0
46.9,42,car,low,5628.0
57.7,32,bike,medium,2769.6
74.1,9,bike,high,4446.0
86.6,39,bike,medium,4156.8
90.3,20,car,high,16254.0
13.7,8,car,high,2466.0
18.0,14,car,high,3240.0
69.6,47,car,low,8352.0
76.7,42,car,low,9204.0
9.9,71,bike,low,396.0
41.3,36,car,medium,5947.2
61.7,11,bike,high,3702.0
23.2,37,car,medium,3340.8
13.4,15,bike,high,804.0
74.9,15,bike,high,4494.0
35.6,31,bike,medium,1708.8
76.3,5,bike,high,4578.0
48.8,40,bike,medium,2342.4
97.8,32,car,medium,14083.2
44.6,39,car,medium,6422.4
44.5,11,bike,high,2670.0
89.5,7,bike,high,5370.0
33.5,53,bike,low,1340.0
25.8,24,car,medium,3715.2
83.8,26,bike,medium,4022.4
42.7,11,bike,high,2562.0
64.0,23,car,medium,9216.0
65.2,78,car,low,7824.0
52.5,36,bike,medium,2520.0
54.6,37,bike,medium,2620.8
16.6,15,car,high,2988.0
53.1,78,car,low,6372.0
82.6,11,bike,high,4956.0
46.3,20,bike,medium,2222.4
41.7,19,bike,high,2502.0
52.6,29,car,medium,7574.4
46.4,38,bike,medium,2227.2
1.1,31,car,medium,158.4
18.0,15,car,high,3240.0
48.0,37,bike,medium,2304.0
90.3,28,bike,medium,4334.4
49.6,20,bike,high,2976.0
4.6,19,car,high,828.0
94.7,5,bike,high,5682.0
71.4,14,car,high,12852.0
10.0,72,bike,low,400.0
62.3,63,bike,low,2492.0
87.9,14,bike,high,5274.0
82.2,80,car,low,9864.0
7.0,13,car,high,1260.0
80.5,10,car,high,14490.0
83.0,63,car,low,9960.0
75.3,32,bike,medium,3614.4
4.6,65,bike,low,184.0
55.0,69,bike,low,2200.0
46.7,18,car,high,8406.0
92.3,66,bike,low,3692.0
81.6,41,car,low,9792.0
88.2,67,car,low,10584.0
93.6,48,bike,low,3744.0
28.7,32,car,medium,4132.8
62.6,17,car,high,11268.0
59.1,24,car,medium,8510.4
18.9,20,bike,medium,907.2
38.5,40,bike,low,1540.0
22.0,20,car,high,3960.0
85.3,32,car,medium,12283.2
73.9,72,bike,low,2956.0
47.7,13,car,high,8586.0
99.1,20,bike,medium,4756.8
44.0,45,bike,low,1760.0
83.7,37,car,medium,12052.8
47.4,68,bike,low,1896.0
72.0,78,car,low,8640.0
26.6,15,car,high,4788.0
88.3,8,bike,high,5298.0
53.2,18,car,high,9576.0
58.3,7,bike,high,3498.0
95.2,24,bike,medium,4569.6
96.5,38,car,medium,13896.0
2.3,15,car,high,414.0
94.4,40,bike,medium,4531.2
92.7,39,car,medium,13348.8
26.1,80,car,low,3132.0
44.1,19,bike,high,2646.0
54.0,38,bike,medium,2592.0
73.8,23,bike,medium,3542.4
1.4,20,car,high,252.0
89.2,72,car,low,10704.0
81.1,6,bike,high,4866.0
6.1,8,car,high,1098.0
27.6,11,bike,high,1656.0
53.3,48,car,low,6396.0
54.4,52,bike,low,2176.0
8.6,21,bike,medium,412.8
38.3,66,bike,low,1532.0
54.9,10,bike,high,3294.0
47.9,48,car,low,5748.0
29.4,33,car,medium,4233.6
20.9,46,car,low,2508.0
95.6,23,bike,medium,4588.8
74.3,42,bike,low,2972.0
93.6,34,bike,medium,4492.8
53.1,12,bike,high,3186.0
71.8,29,car,medium,10339.2
3.2,26,bike,medium,153.6
5.5,18,car,high,990.0
5.0,25,car,medium,720.0
60.5,20,car,high,10890.0
85.1,5,bike,high,5106.0
61.3,58,car,low,7356.0
66.7,38,car,medium,9604.8
45.0,7,bike,high,2700.0
8.0,68,bike,low,320.0
87.9,40,bike,medium,4219.2
12.5,18,car,high,2250.0
96.6,50,car,low,11592.0
41.4,5,car,high,7452.0
14.3,16,bike,high,858.0
93.0,23,bike,medium,4464.0
98.6,52,car,low,11832.0
24.5,6,car,high,4410.0
41.1,15,car,high,7398.0
63.1,35,car,medium,9086.4
26.4,28,bike,medium,1267.2
21.4,60,bike,low,856.0
65.3,50,car,low,7836.0
43.7,25,car,medium,6292.8
37.7,48,car,low,4524.0
42.1,68,car,low,5052.0
77.7,31,bike,medium,3729.6
51.8,72,car,low,6216.0
45.1,33,car,medium,6494.4
64.3,52,car,low,7716.0
50.5,14,bike,high,3030.0
6.9,47,bike,low,276.0
66.2,45,car,low,7944.0
97.2,7,car,high,17496.0
56.3,40,bike,low,2252.0
55.8,22,bike,medium,2678.4
75.8,51,bike,low,3032.0
88.9,41,bike,low,3556.0
78.7,72,bike,low,3148.0
61.7,80,car,low,7404.0
89.7,10,car,high,16146.0
25.1,61,bike,low,1004.0
16.3,38,bike,medium,782.4
74.0,34,bike,medium,3552.0
57.6,13,bike,high,3456.0
65.4,19,bike,high,3924.0
25.8,10,car,high,4644.0
65.0,42,car,low,7800.0
62.5,27,bike,medium,3000.0
28.6,16,bike,high,1716.0
36.1,22,car,medium,5198.4
44.9,77,car,low,5388.0
85.1,72,car,low,10212.0
30.8,20,bike,high,1848.0
19.5,20,bike,medium,936.0
72.6,57,bike,low,2904.0
83.2,16,bike,high,4992.0
41.6,31,bike,medium,1996.8
84.3,53,bike,low,3372.0
65.3,73,bike,low,2612.0
23.3,25,bike,medium,1118.4
53.7,33,car,medium,7732.8
94.3,23,bike,medium,4526.4
6.8,67,bike,low,272.0
30.8,36,bike,medium,1478.4
87.4,15,car,high,15732.0
68.6,32,bike,medium,3292.8
35.5,15,car,high,6390.0
82.6,64,bike,low,3304.0
20.9,17,car,high,3762.0
59.7,35,car,medium,8596.8
82.3,61,car,low,9876.0
94.6,6,car,high,17028.0
97.5,60,car,low,11700.0
51.3,40,car,medium,7387.2
85.2,73,bike,low,3408.0
41.9,9,bike,high,2514.0
5.0,30,bike,medium,240.0
18.1,67,bike,low,724.0
38.9,12,car,high,7002.0
3.8,54,car,low,456.0
99.5,11,car,high,17910.0
39.6,19,bike,high,2376.0
64.0,7,bike,high,3840.0
83.0,8,car,high,14940.0
1.3,23,bike,medium,62.4
69.4,17,bike,high,4164.0
68.4,71,car,low,8208.0
87.9,67,bike,low,3516.0
78.9,8,bike,high,4734.0
21.5,8,car,high,3870.0
9.8,11,bike,high,588.0
82.5,40,car,medium,11880.0
86.8,58,bike,low,3472.0
45.2,20,car,medium,6508.8
30.1,62,car,low,3612.0
73.6,71,bike,low,2944.0
13.0,47,car,low,1560.0
8.9,53,bike,low,356.0
39.7,23,bike,medium,1905.6
78.9,46,bike,low,3156.0
75.5,22,bike,medium,3624.0
89.2,61,bike,low,3568.0
48.1,37,bike,medium,2308.8
7.2,38,car,medium,1036.8
69.1,20,car,high,12438.0
98.2,16,car,high,17676.0
88.4,75,bike,low,3536.0
41.9,58,car,low,5028.0
9.1,20,bike,high,546.0
14.0,41,bike,low,560.0
79.2,40,car,low,9504.0
39.6,49,bike,low,1584.0
46.7,53,bike,low,1868.0
40.6,38,bike,medium,1948.8
41.8,55,car,low,5016.0
36.2,31,car,medium,5212.8
55.2,18,car,high,9936.0
26.2,17,car,high,4716.0
91.3,7,bike,high,5478.0
15.9,12,bike,high,954.0
82.0,18,car,high,14760.0
59.2,38,car,medium,8524.8
68.5,23,car,medium,9864.0
80.0,71,bike,low,3200.0
94.5,6,bike,high,5670.0
65.0,16,bike,high,3900.0
25.0,25,car,medium,3600.0
32.3,75,bike,low,1292.0
53.2,62,car,low,6384.0
6.6,26,bike,medium,316.8
99.4,33,car,medium,14313.6
7.2,54,bike,low,288.0
87.5,53,car,low,10500.0
20.2,42,bike,low,808.0
10.4,44,bike,low,416.0
11.9,64,car,low,1428.0
60.2,13,car,high,10836.0
12.0,37,bike,medium,576.0
15.3,6,bike,high,918.0
39.8,30,car,medium,5731.2
67.8,37,car,medium,9763.2
95.0,34,car,medium,13680.0
38.0,35,car,medium,5472.0
50.3,53,bike,low,2012.0
59.9,17,bike,high,3594.0
71.1,24,bike,medium,3412.8
2.2,58,bike,low,88.0
62.6,59,car,low,7512.0
61.9,11,bike,high,3714.0
20.0,29,car,medium,2880.0
90.4,67,car,low,10848.0
28.3,21,bike,medium,1358.4
29.0,55,bike,low,1160.0
80.7,9,bike,high,4842.0
